ordinal,case_id,category,conversation_id,turn_index,http_status,question,answer,citations_text,evidence_titles_joined,answer_quality_score_0_10,factual_correctness_0_4,question_focus_0_2,completeness_0_1_5,citation_support_0_1_5,clarity_style_0_1,cap_rule_applied,critical_fail,retrieval_evidence_score_0_10,missing_expected_slots_joined,forbidden_hits_joined,audit_notes
257,G5K_0257,misconception_correction,,1,200,Sửa nhận định sai liên quan đến Trận Buôn Ma Thuột 10/3/1975: 30/4/1975.,"Nhận định đúng là: **trận Buôn Ma Thuột ở Tây Nguyên diễn ra ngày 10/3/1975**, đây là mốc mở màn then chốt của Chiến dịch Tây Nguyên, không phải **30/4/1975**. [1]","[1]: Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột :: Chuẩn hóa theo canonical fact BUON_MA_THUOT_1975_START_DATE: Ngày 10/3/1975 gắn với trận Buôn Ma Thuột, mốc mở màn then chốt của Chiến dịch Tây Nguyên và tạo đột phá cho Tổng tiến công mùa Xuân 1975.. [TITLE] Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột [SUMMARY] Ngày 10/3/1975, trận Buôn Ma Thuột mở màn chiến dịch Tây Nguyên, tạo ...",Ngày 10/3/1975 mở màn chiến dịch Tây Nguyên tại Buôn Ma Thuột | Bối cảnh chính của Chiến dịch Hồ Chí Minh | Năm 1975: Tổng tiến công mùa Xuân và giải phóng miền Nam | Phân biệt 30/4/1975 với mốc Quốc hội hoàn tất thống nhất nhà nước | Ngày 30/4/1975: giải phóng Sài Gòn và kết thúc chiến tranh,8.5,4.0,0.5,1.5,1.5,1.0,,False,10.0,,30/4/1975,
258,G5K_0258,misconception_correction,,1,200,Có đúng không khi nói Chiến dịch Hồ Chí Minh là mở đầu? Hãy sửa lại cho chuẩn.,"Không đúng. Câu chuẩn hơn là: **“Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng, mang tính quyết định, kết thúc bằng thắng lợi ngày 30/4/1975; còn đòn mở đầu của cuộc Tổng tiến công và nổi dậy mùa Xuân 1975 là Trận Buôn Ma Thuột ở Tây Nguyên.”** [1][5]","[1]: Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 :: Chuẩn hóa theo dữ liệu nội bộ: Không đúng: Chiến dịch Hồ Chí Minh không mở đầu mùa Xuân 1975; Tây Nguyên/Buôn Ma Thuột là đòn mở đầu, còn Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng, kết thúc bằng mốc 30/4/1975. Chiến dịch Hồ Chí Minh là đòn quyết định trong cuộc tấn công quân sự cuối cùng của mùa Xuân 1975. Ngày 30/4/1975, Dinh Độc Lập bị chiếm... | [5]: Trận Buôn Ma Thuột mở màn then chốt :: Năm 1975, Trận Buôn Ma Thuột mở màn then chốt.",Ý nghĩa Chiến dịch Hồ Chí Minh và Đại thắng mùa Xuân 1975 | Ngày 30/4/1975 - Dinh Độc Lập bị chiếm và chính quyền Sài Gòn đầu hàng | Nguồn chứng minh 30/4/1975 là mốc kết thúc chiến tranh và thống nhất đất nước | So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Trận Buôn Ma Thuột mở màn then chốt,9.07,3.7,2.0,1.25,1.12,1.0,,False,10.0,Huế - Đà Nẵng,,
259,G5K_0259,misconception_correction,,1,200,Có đúng không khi nói coi hai hội nghị cùng chức năng? Hãy sửa lại cho chuẩn.,"Không nên nói “hai hội nghị cùng chức năng” vì cách diễn đạt này chưa chuẩn; nếu ý bạn đang nói về Genève 1954 và Paris 1973 thì nên sửa thành: “Hai hiệp định này không cùng chức năng, mà thuộc hai giai đoạn và bối cảnh chiến tranh khác nhau, khác nhau về phạm vi, thời điểm và vai trò.” [5]","[5]: So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973 :: Hai hiệp định thuộc hai giai đoạn và bối cảnh chiến tranh khác nhau. Điểm cần phân biệt là phạm vi, thời điểm và vai trò của Hiệp định Genève 1954 so với Hiệp định Paris 1973. Khi trả lời cần nêu rõ các từ khóa: Genève; Paris; Hiệp định.",Đại hội II năm 1951 và Đảng Lao động Việt Nam | Đại hội I của Đảng năm 1935 | Năm 1932: khôi phục tổ chức Đảng sau khủng bố trắng | Năm 1939: Chiến tranh thế giới thứ hai và Hội nghị Trung ương 6 | So sánh Hiệp định Genève 1954 và Hiệp định Paris 1973,1.95,0.0,0.5,0.0,0.45,1.0,no expected factual slot found; weak displayed citation support,True,3.0,1930 | 1941 | Việt Minh,,
260,G5K_0260,misconception_correction,,1,200,Một bạn học bị nhầm: Đồng Khởi 1959-1960. Câu trả lời đúng nên là gì?,"Câu trả lời đúng là: **Đồng Khởi 1959-1960** là phong trào làm thay đổi cách mạng miền Nam từ thế **giữ gìn lực lượng sang thế tiến công**, **phá thế kìm kẹp** ở nhiều nơi và tạo cơ sở cho **Mặt trận Dân tộc Giải phóng miền Nam** ra đời. [1]","[1]: Đồng Khởi là chuyển biến quan trọng ở miền Nam :: Chuẩn hóa theo canonical fact DONG_KHOI_MEANING: Đồng Khởi 1959-1960 làm thay đổi thế cách mạng miền Nam: từ thế giữ gìn lực lượng sang thế tiến công, phá thế kìm kẹp ở nhiều nơi và tạo cơ sở cho Mặt trận Dân tộc Giải phóng miền Nam (MTDTGPMN) ra đời.. [TITLE] Đồng Khởi là chuyển biến quan trọng ở miền Nam [SUMMARY] Đồng Khởi 1959-1960 là chuyển bi...",Đồng Khởi là chuyển biến quan trọng ở miền Nam | Năm 1959: Đoàn 559 và đường Trường Sơn | Ý nghĩa Cách mạng Tháng Tám 1945 | Cao trào kháng Nhật cứu nước năm 1945 | Bối cảnh chính của Phong trào Đồng Khởi,1.95,0.0,0.5,0.0,0.45,1.0,no expected factual slot found; weak displayed citation support,True,0.5,1968 | Tết Mậu Thân,Đồng Khởi 1959-1960,
261,G5K_0261,misconception_correction,,1,200,hiep dinh paris 1973 thuong bi nham voi gi?,"Hiệp định Paris 1973 thường bị nhầm với Hiệp định Genève 1954. Thực ra, Genève 1954 gắn với vĩ tuyến 17 là giới tuyến quân sự tạm thời, còn Paris 1973 thuộc bối cảnh kháng chiến chống Mỹ, gắn với việc Mỹ rút quân và chấm dứt chiến tranh, lập lại hòa bình. [1][2] Sau Paris 1973, Mỹ rút quân nhưng chiến tranh chưa kết thúc ngay, còn kéo dài đến 1975 [1]","[1]: So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 :: Chuẩn hóa theo canonical fact GENEVE_1954_VS_PARIS_1973: Đừng nhầm Genève 1954 với Paris 1973: Genève thuộc bối cảnh kháng chiến chống Pháp, gắn với vĩ tuyến 17 là giới tuyến quân sự tạm thời; Paris 1973 thuộc bối cảnh kháng chiến chống Mỹ, gắn với chấm dứt chiến tranh, lập lại hòa bình và việc Mỹ rút quân.. [TITLE] So sánh Điện Biên Phủ 1954 và Ch... | [2]: Việt Nam hóa chiến tranh giai đoạn 1969-1973 :: Việt Nam hóa chiến tranh là chiến lược của Mỹ từ năm 1969, chuyển dần gánh nặng chiến tranh cho quân đội Sài Gòn trong khi Mỹ rút bớt quân.",So sánh Điện Biên Phủ 1954 và Chiến dịch Hồ Chí Minh 1975 | Việt Nam hóa chiến tranh giai đoạn 1969-1973 | Tổng tuyển cử thống nhất dự kiến năm 1956 sau Hiệp định Genève | Đại hội I của Đảng năm 1935 | Năm 1974: chuyển biến trước Tổng tiến công 1975 và Phước Long,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
262,G5K_0262,misconception_correction,,1,200,"Nếu người học nhầm về Từ Hà Nội giành chính quyền đến Tuyên ngôn Độc lập, cần đính chính mốc/sự kiện nào?","Không. Nếu người học đang nhầm, cần đính chính rằng **Hà Nội giành chính quyền là ngày 19/8/1945 trong Cách mạng Tháng Tám**, còn **Tuyên ngôn Độc lập diễn ra ngày 2/9/1945 tại Quảng trường Ba Đình**. [1][3]","[1]: Mốc ngày 19/8/1945 trong lịch sử Việt Nam 1930-1945 :: Chuẩn hóa theo canonical fact HANOI_AUG19_1945_DATE: Ngày 19/8/1945 gắn với sự kiện quần chúng Hà Nội giành chính quyền trong Cách mạng Tháng Tám.. [TITLE] Mốc ngày 19/8/1945 trong lịch sử Việt Nam 1930-1945 [SUMMARY] Ngày 19/8/1945, quần chúng Hà Nội xuống đường giành chính quyền. Đây là mốc tiêu biểu trong cao trào giành chính quyền của Cách mạng... | [3]: Ngày 2/9/1945 - Tuyên ngôn Độc lập tại Ba Đình :: Ngày 2/9/1945 gắn với buổi Lễ Tuyên ngôn Độc lập tại Quảng trường Ba Đình. Đây là mốc khai sinh nước Việt Nam Dân chủ Cộng hòa trong chuỗi thắng lợi Cách mạng Tháng Tám.",Mốc ngày 19/8/1945 trong lịch sử Việt Nam 1930-1945 | Ý nghĩa Cách mạng Tháng Tám 1945 | Ngày 2/9/1945 - Tuyên ngôn Độc lập tại Ba Đình | Chủ tịch Hồ Chí Minh qua đời | Hòa hoãn với Pháp để đẩy quân Tưởng về nước,8.3,2.8,2.0,1.0,1.5,1.0,,False,10.0,Việt Nam Dân chủ Cộng hòa,,
263,G5K_0263,misconception_correction,,1,200,trong lich su viet nam 1930 1975 9/3/1945 gan voi su kien nao?,Ngày 9/3/1945 gắn với sự kiện Nhật đảo chính Pháp ở Đông Dương. Đây là mốc quan trọng vì tạo bối cảnh cho chỉ thị “Nhật - Pháp bắn nhau và hành động của chúng ta”. [1],"[1]: Mốc ngày 9/3/1945 trong lịch sử Việt Nam 1930-1945 :: Chuẩn hóa theo canonical fact NHAT_DAO_CHINH_PHAP_1945_DATE: Ngày 9/3/1945 gắn với sự kiện Nhật đảo chính Pháp ở Đông Dương, tạo bối cảnh để Đảng ra chỉ thị Nhật - Pháp bắn nhau và hành động của chúng ta.. [TITLE] Mốc ngày 9/3/1945 trong lịch sử Việt Nam 1930-1945 [SUMMARY] Nhật đảo chính Pháp ở Đông Dương ngày 9/3/1945. Sự kiện tạo bối cảnh để Đản...","Mốc ngày 9/3/1945 trong lịch sử Việt Nam 1930-1945 | Cao trào kháng Nhật cứu nước năm 1945 | Năm 1945: Nhật đảo chính Pháp, Tổng khởi nghĩa và Tuyên ngôn Độc lập | Đảng Cộng sản Việt Nam thành lập năm 1930 | Nhật đảo chính Pháp ngày 9/3/1945",10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
264,G5K_0264,misconception_correction,,1,200,Có đúng không khi nói Tuyên ngôn Độc lập là toàn bộ Cách mạng Tháng Tám? Hãy sửa lại cho chuẩn.,"Không đúng nếu nói **Tuyên ngôn Độc lập là toàn bộ Cách mạng Tháng Tám**. Chuẩn hơn là: **Cách mạng Tháng Tám đã giành chính quyền về tay nhân dân, và thắng lợi đó dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa; còn Tuyên ngôn Độc lập là văn kiện công bố kết quả ấy vào ngày 2/9/1945**. [1][3]","[1]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Chuẩn hóa theo canonical fact CMT8_1945_POLITICAL_RESULT: Kết quả chính trị lớn của Cách mạng Tháng Tám 1945 là nhân dân giành chính quyền trên cả nước, mở đường cho độc lập dân tộc và dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1945.. [TITLE] Ý nghĩa Cách mạng Tháng Tám 1945 [SUMMARY] Thắng lợi ở Hà Nội, Huế và Sài Gòn có ý nghĩa... | [3]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Cách mạng Tháng Tám 1945 lật đổ ách thống trị cũ, giành chính quyền về tay nhân dân và mở ra kỷ nguyên độc lập dân tộc.","Ý nghĩa Cách mạng Tháng Tám 1945 | Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944 | Ý nghĩa Cách mạng Tháng Tám 1945 | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Năm 1945: Nhật đảo chính Pháp, Tổng khởi nghĩa và Tuyên ngôn Độc lập",8.5,4.0,0.5,1.5,1.5,1.0,,False,10.0,,Tuyên ngôn Độc lập là toàn bộ Cách mạng Tháng Tám,
265,G5K_0265,misconception_correction,,1,200,Có đúng không khi nói trả sang Genève đến Đồng Khởi? Hãy sửa lại cho chuẩn.,"Chưa chuẩn; nên sửa là: **“Từ Hiệp định Genève năm 1954, với việc xác lập giới tuyến quân sự tạm thời ở vĩ tuyến 17, đến phong trào Đồng Khởi 1959-1960.”** Cách nói này đúng mốc **1954**, **vĩ tuyến 17** và **1959-1960** theo trình tự lịch sử. [1] Đồng Khởi 1959-1960 phá thế kìm kẹp, chuyển sang thế tiến công và tạo cơ sở cho Mặt trận Dân tộc Giải phóng miền Nam [1]",[1]: Phong trào Đồng Khởi :: Chuẩn hóa theo canonical fact GENEVE_1954_TO_DONG_KHOI_TIMELINE: Từ Genève 1954 đến Đồng Khởi có thể nhớ: năm 1954 Genève xác lập giới tuyến quân sự tạm thời ở vĩ tuyến 17; tổng tuyển cử thống nhất dự kiến năm 1956 không được thực hiện; đến 1959-1960 phong trào Đồng Khởi làm chuyển thế cách mạng miền Nam.. [TITLE] Phong trào Đồng Khởi - canonical a...,Phong trào Đồng Khởi | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Cao trào kháng Nhật cứu nước năm 1945 | Năm 1932: khôi phục tổ chức Đảng sau khủng bố trắng | Bối cảnh chính của Phong trào Đồng Khởi,8.95,3.7,2.0,1.12,1.12,1.0,,False,10.0,Điện Biên Phủ,,
266,G5K_0266,misconception_correction,,1,200,"Nếu người học nhầm về Phong trào Đồng Khởi, cần đính chính mốc/sự kiện nào?","Không. Nếu người học nhầm về Phong trào Đồng Khởi thì cần đính chính rằng đó là **Đồng Khởi 1959-1960**, và mốc cần nhớ tiếp theo là **20/12/1960**, khi **Mặt trận Dân tộc Giải phóng miền Nam Việt Nam** ra đời. [1][2] Đồng Khởi 1959-1960 phá thế kìm kẹp, chuyển sang thế tiến công và tạo cơ sở cho Mặt trận Dân tộc Giải phóng miền Nam [1]","[1]: Mặt trận Dân tộc Giải phóng miền Nam Việt Nam: sự ra đời và ý nghĩa :: Chuẩn hóa theo canonical fact DONG_KHOI_TO_NLF_1960: Từ Đồng Khởi đến Mặt trận Dân tộc Giải phóng miền Nam cần nhớ: phong trào Đồng Khởi 1959-1960 đưa cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công; ngày 20/12/1960, Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời.. [TITLE] Mặt trận Dân tộc Giải phóng miền Nam Việt Nam: sự ra đờ... | [2]: Đồng Khởi là chuyển biến quan trọng ở miền Nam :: Đồng Khởi 1959-1960 là chuyển biến quan trọng, đưa cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công.",Mặt trận Dân tộc Giải phóng miền Nam Việt Nam: sự ra đời và ý nghĩa | Đồng Khởi là chuyển biến quan trọng ở miền Nam | Xô viết Nghệ Tĩnh trong cao trào 1930-1931 | Cao trào kháng Nhật cứu nước năm 1945 | Năm 1959: Đoàn 559 và đường Trường Sơn,9.03,3.7,2.0,1.12,1.2,1.0,,False,10.0,giữ gìn lực lượng sang thế tiến công,,
267,G5K_0267,misconception_correction,,1,200,ket qua cua cach mang thang tam?,"Nguyên nhân: năm 1945 xuất hiện thời cơ trực tiếp khi Nhật đảo chính Pháp, cao trào kháng Nhật phát triển và Tổng khởi nghĩa được phát động; Kết quả: Cách mạng Tháng Tám 1945 giành chính quyền về tay nhân dân trên cả nước, lật đổ ách thống trị cũ và dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1945. [1][2]","[1]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Chuẩn hóa theo canonical fact CMT8_1945_CAUSE_RESULT_STRUCTURE: Nguyên nhân: năm 1945 xuất hiện thời cơ trực tiếp khi Nhật đảo chính Pháp, cao trào kháng Nhật phát triển và Tổng khởi nghĩa được phát động. Kết quả: Cách mạng Tháng Tám 1945 giành chính quyền về tay nhân dân trên cả nước, dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1... | [2]: Ý nghĩa Cách mạng Tháng Tám 1945 :: Cách mạng Tháng Tám 1945 lật đổ ách thống trị cũ, giành chính quyền về tay nhân dân và mở ra kỷ nguyên độc lập dân tộc.",Ý nghĩa Cách mạng Tháng Tám 1945 | Ý nghĩa Cách mạng Tháng Tám 1945 | Xô viết Nghệ Tĩnh trong cao trào 1930-1931 | Nguồn trực tiếp: Bình dân học vụ chống nạn mù chữ sau Cách mạng Tháng Tám | Bình dân học vụ sau Cách mạng Tháng Tám,10.0,4.0,2.0,1.5,1.5,1.0,,False,10.0,,,
268,G5K_0268,misconception_correction,,1,200,"Nếu người học nhầm về Hiệp định Sơ bộ Việt - Pháp 6/3/1946, cần đính chính mốc/sự kiện nào?","Không. Nếu người học nhầm, cần đính chính rằng mốc đúng là **ngày 6/3/1946**, khi **Hiệp định Sơ bộ Việt - Pháp** được ký giữa Chính phủ Việt Nam Dân chủ Cộng hòa và Pháp. [1]","[1]: Hiệp định Sơ bộ Việt-Pháp :: Chuẩn hóa theo canonical fact HIEP_DINH_SO_BO_1946_DATE: Ngày 6/3/1946 gắn với Hiệp định Sơ bộ Việt - Pháp; Chính phủ Việt Nam Dân chủ Cộng hòa ký với Pháp trong chủ trương hòa hoãn để xử lý tình thế sau độc lập.. [TITLE] Hiệp định Sơ bộ Việt-Pháp - canonical answer evidence [SUMMARY] Ngày 6/3/1946, Chính phủ Việt Nam Dân chủ Cộng hòa ký Hiệp định ...","Hiệp định Sơ bộ Việt-Pháp | Năm 1946: Hiệp định Sơ bộ, Tạm ước và Toàn quốc kháng chiến | Nguồn trực tiếp: Hiệp định Genève 1954 quy định đình chỉ chiến sự và giới tuyến tạm thời | Bối cảnh chính của Hiệp định Paris 1973 | Tổng tuyển cử thống nhất dự kiến năm 1956 sau Hiệp định Genève",8.5,4.0,0.5,1.5,1.5,1.0,,False,10.0,,Tạm ước 14/9/1946,
