ordinal,case_id,category,conversation_id,turn_index,question,gold_fact_id,gold_topic,expected_answer_slots,forbidden_slots,gold_evidence_hints,canonical_answer,critical,notes
302,G5K_0302,misconception_correction,,1,Có đúng không khi nói Việt Minh 1941? Hãy sửa lại cho chuẩn.,PARTY_FOUNDING_CONFERENCE_1930,Hội nghị thành lập Đảng Cộng sản Việt Nam 1930,"[""1930"", ""Đảng Cộng sản Việt Nam"", ""3/2/1930""]","[""Việt Minh 1941""]","[""Đảng Cộng sản Việt Nam thành lập năm 1930"", ""3/2/1930"", ""Hội nghị hợp nhất các tổ chức cộng sản""]","Hội nghị hợp nhất thành lập Đảng Cộng sản Việt Nam diễn ra đầu năm 1930, thường lấy mốc ngày 3/2/1930; đây là mốc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
303,G5K_0303,misconception_correction,,1,Một bạn học bị nhầm: Biên giới 1950. Câu trả lời đúng nên là gì?,VIET_BAC_1947_MEANING,Chiến thắng Việt Bắc Thu Đông 1947,"[""đánh nhanh thắng nhanh"", ""bảo vệ căn cứ Việt Bắc"", ""kháng chiến lâu dài""]","[""Biên giới 1950""]","[""viet bac""]","Chiến thắng Việt Bắc Thu Đông 1947 quan trọng vì đánh bại chiến lược đánh nhanh thắng nhanh của Pháp, bảo vệ căn cứ địa Việt Bắc và tạo điều kiện để cuộc kháng chiến chống Pháp tiếp tục lâu dài.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
304,G5K_0304,misconception_correction,,1,Có đúng không khi nói Genève 1954? Hãy sửa lại cho chuẩn.,PARIS_1973_US_WITHDRAWAL,Hiệp định Paris 1973,"[""Paris 1973"", ""Mỹ rút quân"", ""chiến tranh chưa kết thúc ngay"", ""1975""]","[""Genève 1954"", ""chiến tranh kết thúc ngay 1973""]","[""paris"", ""rut quan""]","Không. Sau Hiệp định Paris 1973, Mỹ rút quân khỏi miền Nam Việt Nam theo tiến trình thực hiện hiệp định; tuy vậy chiến tranh chưa kết thúc hoàn toàn ngay mà còn kéo dài đến thắng lợi năm 1975.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
305,G5K_0305,misconception_correction,,1,Sửa nhận định sai liên quan đến Tổng tuyển cử 1956 theo Genève: Tổng tuyển cử năm 1976.,GENEVE_1956_ELECTION_NOT_HELD,Tổng tuyển cử 1956 theo Genève,"[""1956"", ""không được thực hiện"", ""chia cắt""]","[""Tổng tuyển cử năm 1976""]","[""Tổng tuyển cử thống nhất dự kiến năm 1956 sau Hiệp định Genève""]","Theo tinh thần sau Hiệp định Genève 1954, tổng tuyển cử thống nhất đất nước dự kiến vào năm 1956 nhưng không được thực hiện; vì vậy tình trạng chia cắt tạm thời bị kéo dài.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
306,G5K_0306,natural_paraphrase,,1,"Nói tự nhiên giúp tôi về Luận cương chính trị tháng 10/1930, chỉ dựa vào tư liệu nội bộ.",LUAN_CUONG_1930_TRAN_PHU,Luận cương chính trị tháng 10/1930,"[""Luận cương chính trị"", ""10/1930"", ""Trần Phú""]","[""Cương lĩnh chính trị đầu tiên 1930""]","[""Luận cương chính trị tháng 10/1930"", ""Trần Phú""]","Luận cương chính trị tháng 10/1930 là văn kiện quan trọng của Đảng, gắn với Trần Phú và Hội nghị Trung ương tháng 10/1930.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
307,G5K_0307,natural_paraphrase,,1,"Với câu hỏi 'doi viet nam tuyen truyen giai phong quan va viet minh khac nhau the nao', câu trả lời đúng trọng tâm là gì?",VNTTGPQ_VS_VIET_MINH,Đội Việt Nam Tuyên truyền Giải phóng quân và Việt Minh,"[""Việt Minh"", ""1941"", ""22/12/1944""]","[""đồng nhất mặt trận chính trị với lực lượng vũ trang""]","[""Việt Minh"", ""22/12/1944"", ""lực lượng vũ trang""]",Việt Minh là mặt trận chính trị ra đời năm 1941 để tập hợp lực lượng giải phóng dân tộc; Đội Việt Nam Tuyên truyền Giải phóng quân thành lập ngày 22/12/1944 là lực lượng vũ trang cách mạng. Hai tổ chức khác nhau về tính chất và thời điểm.,False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
308,G5K_0308,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, Trận Buôn Ma Thuột 10/3/1975 nên hiểu đơn giản ra sao?",BUON_MA_THUOT_1975_START_DATE,Trận Buôn Ma Thuột 10/3/1975,"[""10/3/1975"", ""Buôn Ma Thuột"", ""Tây Nguyên""]","[""30/4/1975""]","[""10/3/1975"", ""Buôn Ma Thuột"", ""Tây Nguyên""]","Ngày 10/3/1975 gắn với trận Buôn Ma Thuột, mốc mở màn then chốt của Chiến dịch Tây Nguyên và tạo đột phá cho Tổng tiến công mùa Xuân 1975.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
309,G5K_0309,natural_paraphrase,,1,Tóm tắt gọn Mặt trận Dân tộc Giải phóng miền Nam 1960 theo cách dễ nhớ.,NLF_1960_FOUNDING_DATE,Mặt trận Dân tộc Giải phóng miền Nam 1960,"[""20/12/1960"", ""Mặt trận Dân tộc Giải phóng miền Nam"", ""miền Nam"", ""tập hợp lực lượng miền Nam"", ""đấu tranh chống Mỹ""]","[""Việt Minh 1941""]","[""Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời ngày 20/12/1960"", ""20/12/1960""]",Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời ngày 20/12/1960; ý nghĩa cốt lõi là tập hợp lực lượng miền Nam đấu tranh chống Mỹ và chính quyền Sài Gòn trong kháng chiến chống Mỹ.,False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
310,G5K_0310,natural_paraphrase,,1,Tóm tắt gọn Năm 1954: Điện Biên Phủ và Genève theo cách dễ nhớ.,YEAR_1954_DBP_GENEVE,Năm 1954: Điện Biên Phủ và Genève,"[""1954"", ""Điện Biên Phủ"", ""Genève""]","[""chỉ nêu một trong hai mốc khi câu hỏi hỏi năm 1954""]","[""Điện Biên Phủ"", ""Genève"", ""1954""]","Năm 1954 gắn với hai mốc rất quan trọng: Chiến thắng Điện Biên Phủ kết thúc ngày 7/5/1954 và Hiệp định Genève về Đông Dương năm 1954, trong đó có nội dung vĩ tuyến 17 là giới tuyến quân sự tạm thời.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
311,G5K_0311,natural_paraphrase,,1,"Nói tự nhiên giúp tôi về So sánh 30/4/1975 và 2/9/1945, chỉ dựa vào tư liệu nội bộ.",APR30_1975_VS_SEP2_1945,So sánh 30/4/1975 và 2/9/1945,"[""2/9/1945"", ""Việt Nam Dân chủ Cộng hòa"", ""30/4/1975"", ""kết thúc chiến tranh""]",[],"[""30/4/1975"", ""2/9/1945""]","Ngày 2/9/1945 gắn với Tuyên ngôn Độc lập, khai sinh nước Việt Nam Dân chủ Cộng hòa; ngày 30/4/1975 gắn với giải phóng miền Nam, chính quyền Sài Gòn đầu hàng, kết thúc chiến tranh và mở đường cho thống nhất đất nước. Hai mốc khác ý nghĩa: một mốc khai sinh nhà nước độc lập, một mốc kết thúc chiến tranh và thống nhất.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
312,G5K_0312,natural_paraphrase,,1,"Nói tự nhiên giúp tôi về Nhật đảo chính Pháp ở Đông Dương 1945, chỉ dựa vào tư liệu nội bộ.",NHAT_DAO_CHINH_PHAP_1945_DATE,Nhật đảo chính Pháp ở Đông Dương 1945,"[""9/3/1945"", ""Nhật đảo chính Pháp""]","[""Tuyên ngôn Độc lập 2/9/1945""]","[""9/3/1945"", ""Nhật đảo chính Pháp""]","Ngày 9/3/1945 gắn với sự kiện Nhật đảo chính Pháp ở Đông Dương, tạo bối cảnh để Đảng ra chỉ thị Nhật - Pháp bắn nhau và hành động của chúng ta.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
313,G5K_0313,natural_paraphrase,,1,Tóm tắt gọn Đồng Khởi và Mặt trận Dân tộc Giải phóng miền Nam theo cách dễ nhớ.,DONG_KHOI_TO_NLF_1960,Đồng Khởi và Mặt trận Dân tộc Giải phóng miền Nam,"[""Đồng Khởi 1959-1960"", ""20/12/1960"", ""Mặt trận Dân tộc Giải phóng miền Nam""]","[""Việt Minh 1941""]","[""20/12/1960"", ""mat tran dan toc giai phong""]","Từ Đồng Khởi đến Mặt trận Dân tộc Giải phóng miền Nam cần nhớ: phong trào Đồng Khởi 1959-1960 đưa cách mạng miền Nam từ thế giữ gìn lực lượng sang thế tiến công; ngày 20/12/1960, Mặt trận Dân tộc Giải phóng miền Nam Việt Nam ra đời.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
314,G5K_0314,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, Kháng chiến chống Pháp 1946-1954 nên hiểu đơn giản ra sao?",ANTI_FRENCH_1946_1954_TIMELINE,Kháng chiến chống Pháp 1946-1954,"[""19/12/1946"", ""Biên giới 1950"", ""Điện Biên Phủ 1954""]","[""nhầm sang kháng chiến chống Mỹ""]","[""19/12/1946"", ""Biên giới Thu Đông 1950"", ""Điện Biên Phủ"", ""Genève""]",Timeline kháng chiến chống Pháp 1946-1954 có thể tóm tắt: Toàn quốc kháng chiến ngày 19/12/1946; Chiến dịch Biên giới Thu Đông 1950 đưa kháng chiến sang thế chủ động hơn; năm 1954 Chiến thắng Điện Biên Phủ và Hiệp định Genève.,False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
315,G5K_0315,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, So sánh Chiến dịch Tây Nguyên và Huế - Đà Nẵng năm 1975 nên hiểu đơn giản ra sao?",TAY_NGUYEN_VS_HUE_DA_NANG_1975,So sánh Chiến dịch Tây Nguyên và Huế - Đà Nẵng năm 1975,"[""Tây Nguyên"", ""Buôn Ma Thuột"", ""Huế - Đà Nẵng"", ""26/3/1975""]","[""thay Huế - Đà Nẵng bằng Chiến dịch Hồ Chí Minh""]","[""Tây Nguyên"", ""Buôn Ma Thuột"", ""Huế"", ""Đà Nẵng"", ""26/3/1975""]","Chiến dịch Tây Nguyên là đòn mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột ngày 10/3/1975; Huế - Đà Nẵng là hướng tiến công phát triển sau đó, với Huế được giải phóng ngày 26/3/1975 và Đà Nẵng cuối tháng 3/1975. Không nên thay vế Huế - Đà Nẵng bằng Chiến dịch Hồ Chí Minh.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
316,G5K_0316,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, Hậu phương miền Bắc nên hiểu đơn giản ra sao?",NORTH_REAR_BASE_SUPPORT,Hậu phương miền Bắc,"[""hậu phương lớn"", ""chi viện người và vật chất"", ""miền Nam""]","[""miền Bắc sau Genève chỉ khôi phục""]","[""duong truong son""]","Miền Bắc giữ vai trò hậu phương lớn trong kháng chiến chống Mỹ vì xây dựng lực lượng và chi viện người, vật chất cho tiền tuyến miền Nam.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
317,G5K_0317,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, Mặt trận Việt Minh 1941 nên hiểu đơn giản ra sao?",VIET_MINH_1941_FOUNDING_DATE_EXACT,Mặt trận Việt Minh 1941,"[""19/5/1941"", ""Mặt trận Việt Minh"", ""Hội nghị Trung ương 8"", ""giải phóng dân tộc""]","[""Mặt trận Dân tộc Giải phóng miền Nam 1960""]","[""19/5/1941"", ""Mặt trận Việt Minh"", ""Hội nghị Trung ương 8"", ""giải phóng dân tộc""]","Mặt trận Việt Minh ra đời trong tháng 5/1941; nguồn dữ liệu ghi mốc 19/5/1941 là ngày thành lập Mặt trận Việt Minh, gắn với Hội nghị Trung ương 8 do Nguyễn Ái Quốc chủ trì và chủ trương đặt nhiệm vụ giải phóng dân tộc lên hàng đầu.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
318,G5K_0318,natural_paraphrase,,1,hoi nghi thanh lap dang khac dai hoi ii nam 1951 the nao?,PARTY_FOUNDING_1930_VS_CONGRESS_II_1951,Hội nghị thành lập Đảng 1930 và Đại hội II 1951,"[""1930"", ""1951"", ""Đảng Lao động Việt Nam""]","[""coi Đại hội II là hội nghị thành lập Đảng""]","[""Hội nghị hợp nhất thành lập Đảng"", ""Đại hội II năm 1951"", ""Đảng Lao động Việt Nam""]","Hội nghị thành lập Đảng đầu năm 1930 gắn với việc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam; Đại hội II năm 1951 diễn ra trong kháng chiến chống Pháp, quyết định đưa Đảng ra hoạt động công khai với tên Đảng Lao động Việt Nam. Hai mốc khác nhau về thời điểm và chức năng.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
319,G5K_0319,natural_paraphrase,,1,"Tôi đang ôn lịch sử Việt Nam, Các mốc Việt Nam Dân chủ Cộng hòa lúc mới ra đời nên hiểu đơn giản ra sao?",EARLY_VNDCCH_1945_1946_TIMELINE,Các mốc Việt Nam Dân chủ Cộng hòa lúc mới ra đời,"[""2/9/1945"", ""Hiến pháp 1946"", ""19/12/1946""]","[""nhầm với giai đoạn chống Mỹ""]","[""2/9/1945"", ""Hiến pháp 1946"", ""19/12/1946""]",Các mốc chính của Việt Nam Dân chủ Cộng hòa lúc mới ra đời có thể nhớ: ngày 2/9/1945 Tuyên ngôn Độc lập khai sinh nước Việt Nam Dân chủ Cộng hòa; năm 1946 Quốc hội thông qua Hiến pháp đầu tiên; ngày 19/12/1946 Toàn quốc kháng chiến bùng nổ.,False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
320,G5K_0320,natural_paraphrase,,1,Tóm tắt gọn Từ Việt Minh đến Đội Việt Nam Tuyên truyền Giải phóng quân theo cách dễ nhớ.,VIET_MINH_TO_VNTTGPQ_TIMELINE,Từ Việt Minh đến Đội Việt Nam Tuyên truyền Giải phóng quân,"[""1941"", ""22/12/1944"", ""lực lượng vũ trang""]","[""đồng nhất mặt trận chính trị với lực lượng vũ trang""]","[""Việt Minh"", ""22/12/1944"", ""lực lượng vũ trang""]","Thứ tự cần nhớ: năm 1941 Việt Minh ra đời, tập hợp lực lượng giải phóng dân tộc; sau đó ngày 22/12/1944 Đội Việt Nam Tuyên truyền Giải phóng quân được thành lập, là lực lượng vũ trang cách mạng quan trọng.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
321,G5K_0321,natural_paraphrase,,1,"Với câu hỏi 'dang cong san viet nam thanh lap nam nao', câu trả lời đúng trọng tâm là gì?",PARTY_FOUNDING_CONFERENCE_1930,Hội nghị thành lập Đảng Cộng sản Việt Nam 1930,"[""1930"", ""Đảng Cộng sản Việt Nam"", ""3/2/1930""]","[""Việt Minh 1941""]","[""Đảng Cộng sản Việt Nam thành lập năm 1930"", ""3/2/1930"", ""Hội nghị hợp nhất các tổ chức cộng sản""]","Hội nghị hợp nhất thành lập Đảng Cộng sản Việt Nam diễn ra đầu năm 1930, thường lấy mốc ngày 3/2/1930; đây là mốc hợp nhất các tổ chức cộng sản và thành lập Đảng Cộng sản Việt Nam.",False,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
